SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
ENSG00000266805,0,0,0,1,1,1,0,3
ENSG00000266806,0,0,0,0,0,0,0,0
ENSG00000266807,0,0,0,0,0,0,0,0
ENSG00000266808,0,0,0,0,0,0,0,0
ENSG00000266809,0,0,0,0,0,0,0,0
ENSG00000266810,0,0,0,0,0,0,0,0
ENSG00000266811,0,0,0,0,0,1,0,0
ENSG00000266812,0,0,0,0,0,0,0,0
ENSG00000266813,0,0,0,0,0,0,0,0
ENSG00000266814,0,0,0,0,0,0,0,0
ENSG00000266815,0,0,0,0,0,0,0,0
ENSG00000266816,0,0,0,0,0,0,0,0
ENSG00000266817,0,0,0,0,0,0,0,0
ENSG00000266818,0,0,0,0,0,1,0,1
ENSG00000266819,0,0,0,0,0,0,0,0
ENSG00000266820,0,0,0,0,0,0,0,0
ENSG00000266821,2,2,1,0,0,1,3,0
ENSG00000266822,0,0,0,0,0,0,0,0
ENSG00000266823,0,0,0,0,0,0,0,0
ENSG00000266824,0,0,1,2,1,5,0,0
ENSG00000266825,1,0,1,0,0,2,0,0
ENSG00000266826,1,0,0,0,0,0,0,0
ENSG00000266827,1,0,0,0,0,0,0,0
ENSG00000266828,0,0,0,0,0,0,0,0
ENSG00000266829,0,0,0,0,0,0,0,0
ENSG00000266830,0,0,0,0,0,0,0,0
ENSG00000266831,4,2,3,4,4,5,5,5
ENSG00000266832,0,0,0,0,0,0,0,0
ENSG00000266833,0,0,0,0,0,0,0,0
ENSG00000266834,0,0,0,0,0,0,0,0
ENSG00000266835,15,7,18,16,41,26,11,5
ENSG00000266836,0,0,0,0,0,0,0,0
ENSG00000266837,0,0,0,1,0,0,2,0
ENSG00000266838,0,0,0,0,0,0,0,0
ENSG00000266839,0,0,0,0,0,0,0,0
ENSG00000266840,0,0,0,0,0,0,0,0
ENSG00000266841,0,0,0,0,0,0,0,0
ENSG00000266842,0,0,0,0,0,0,0,0
ENSG00000266843,0,0,0,0,0,0,0,0
ENSG00000266844,1,0,0,0,0,1,0,0
ENSG00000266845,0,0,0,0,0,0,0,0
ENSG00000266846,0,1,0,0,0,0,0,0
ENSG00000266847,0,0,0,0,0,0,0,0
ENSG00000266849,0,0,0,0,0,0,0,0
ENSG00000266850,0,0,2,2,1,1,2,0
ENSG00000266851,0,0,0,0,0,0,0,0
ENSG00000266852,2,2,5,4,7,16,5,4
ENSG00000266853,1,0,0,0,4,0,0,0
ENSG00000266854,0,0,0,0,0,0,0,1
ENSG00000266855,0,0,0,0,0,0,0,0
ENSG00000266856,0,0,0,0,0,0,0,0
ENSG00000266857,0,0,0,0,0,0,0,0
ENSG00000266858,0,0,0,0,0,0,0,0
ENSG00000266859,0,1,0,0,0,0,0,0
ENSG00000266860,0,0,0,0,0,0,0,0
ENSG00000266861,0,0,0,0,0,0,1,0
ENSG00000266862,1,0,0,0,0,0,0,0
ENSG00000266863,0,0,0,0,0,0,0,0
ENSG00000266864,0,0,0,0,0,0,0,0
ENSG00000266865,61,28,75,30,82,56,60,40
ENSG00000266866,0,0,0,0,0,0,0,0
ENSG00000266867,0,0,0,0,0,1,0,1
ENSG00000266868,0,0,0,0,0,0,0,0
ENSG00000266869,0,1,0,0,2,0,2,0
ENSG00000266870,0,0,0,0,0,0,0,0
ENSG00000266871,0,0,0,0,0,0,0,0
ENSG00000266872,0,0,0,0,0,0,0,0
ENSG00000266874,0,0,0,0,0,0,0,0
ENSG00000266875,0,0,0,0,0,0,0,0
ENSG00000266876,1,1,5,0,4,1,2,3
ENSG00000266877,2,1,5,2,1,5,6,0
ENSG00000266879,0,0,0,0,0,0,0,0
ENSG00000266880,0,0,0,0,0,0,0,0
ENSG00000266881,0,1,1,0,0,0,0,0
ENSG00000266882,0,0,0,0,0,0,0,0
ENSG00000266883,0,0,0,0,0,0,0,0
ENSG00000266884,0,0,0,0,0,0,0,0
ENSG00000266885,0,0,0,0,0,0,0,0
ENSG00000266886,0,0,0,0,0,0,0,0
ENSG00000266887,0,0,0,0,0,0,0,0
ENSG00000266888,0,0,0,0,0,0,0,0
ENSG00000266889,0,0,0,0,0,0,0,0
ENSG00000266890,0,0,0,0,0,0,0,0
ENSG00000266891,0,0,0,0,0,0,1,0
ENSG00000266892,0,0,0,0,0,0,0,0
ENSG00000266893,1,0,0,0,0,0,0,0
ENSG00000266895,0,0,2,0,0,0,0,0
ENSG00000266896,6,4,7,5,9,7,8,3
ENSG00000266897,2,2,3,1,0,3,1,1
ENSG00000266899,0,0,0,0,1,0,1,0
ENSG00000266900,0,0,0,0,0,0,0,0
ENSG00000266901,0,0,0,0,0,0,0,0
ENSG00000266903,10,5,18,1,4,6,6,5
ENSG00000266904,44,20,69,52,48,49,46,21
ENSG00000266905,0,0,0,0,0,3,0,1
ENSG00000266906,0,0,0,0,0,0,0,0
ENSG00000266907,0,2,1,2,3,6,2,2
ENSG00000266908,0,0,0,0,0,0,0,0
ENSG00000266909,0,1,0,0,0,1,0,0
ENSG00000266910,4,2,4,3,2,2,1,1
ENSG00000266911,0,0,0,0,0,0,0,0
ENSG00000266912,4,1,1,0,7,2,0,2
ENSG00000266913,1,0,1,0,2,0,0,0
ENSG00000266915,0,0,0,0,0,0,0,0
ENSG00000266916,5,2,9,3,11,7,5,8
ENSG00000266918,27,20,10,5,32,40,16,12
ENSG00000266919,0,0,0,0,0,0,0,0
ENSG00000266920,0,0,1,0,0,0,0,0
ENSG00000266921,4,5,9,5,6,6,6,6
ENSG00000266922,0,0,0,0,1,1,1,0
ENSG00000266923,0,0,0,0,0,0,0,0
ENSG00000266924,0,0,0,0,0,1,0,0
ENSG00000266925,0,0,0,0,0,0,0,0
ENSG00000266926,4,2,0,0,3,1,0,3
ENSG00000266927,0,0,0,1,0,0,0,2
ENSG00000266928,0,0,0,0,0,0,0,0
ENSG00000266929,0,0,0,0,0,0,0,0
ENSG00000266930,29,28,34,20,33,44,28,25
ENSG00000266931,0,0,0,0,0,0,0,0
ENSG00000266932,1,0,1,4,1,0,0,0
ENSG00000266933,1,0,3,1,1,0,3,1
ENSG00000266934,5,6,4,4,6,6,3,3
ENSG00000266935,6,3,2,1,5,5,4,4
ENSG00000266936,2,2,1,0,0,1,0,0
ENSG00000266938,0,0,0,2,0,0,0,0
ENSG00000266939,0,0,0,0,0,0,0,0
ENSG00000266941,0,0,0,0,0,0,0,0
ENSG00000266942,0,0,1,1,0,2,0,0
ENSG00000266943,0,0,0,0,0,0,0,0
ENSG00000266944,0,1,0,0,1,1,0,0
ENSG00000266945,0,0,0,0,0,0,0,0
ENSG00000266946,0,0,0,0,2,0,0,0
ENSG00000266947,14,6,26,6,12,13,16,11
ENSG00000266949,0,0,0,0,0,0,0,0
ENSG00000266950,0,0,3,0,0,0,1,0
ENSG00000266951,0,0,0,0,0,0,0,0
ENSG00000266952,0,0,0,0,0,0,0,0
ENSG00000266953,0,0,0,0,0,0,0,0
ENSG00000266954,0,0,0,0,0,0,0,0
ENSG00000266955,0,0,1,1,0,0,0,1
ENSG00000266956,0,0,0,0,0,0,0,0
ENSG00000266957,0,0,1,0,0,0,2,2
ENSG00000266958,1,0,0,0,0,0,0,1
ENSG00000266959,0,0,0,0,0,0,0,0
ENSG00000266960,0,0,0,0,0,0,0,0
ENSG00000266961,0,0,0,0,0,0,0,0
ENSG00000266962,2,2,4,1,3,6,4,1
ENSG00000266963,0,0,0,0,0,0,0,0
ENSG00000266964,4,4,6,5,2,6,7,4
ENSG00000266965,0,0,0,0,0,0,0,0
ENSG00000266967,12,14,14,4,13,12,10,6
ENSG00000266968,1,4,4,4,1,3,0,2
ENSG00000266969,1,2,1,1,0,0,0,1
ENSG00000266970,4,2,3,1,12,17,7,2
ENSG00000266971,0,0,0,0,0,0,1,0
ENSG00000266972,1,0,0,0,0,0,0,0
ENSG00000266973,1,0,1,0,1,0,0,0
ENSG00000266975,0,0,0,1,0,0,0,0
ENSG00000266976,0,0,0,0,0,0,0,0
ENSG00000266977,0,0,0,0,0,0,0,0
ENSG00000266978,0,0,0,0,1,0,1,0
ENSG00000266979,0,0,0,0,0,0,1,0
ENSG00000266980,0,1,1,0,0,0,1,0
ENSG00000266981,0,0,0,0,0,0,0,0
ENSG00000266982,0,0,0,0,0,0,0,0
ENSG00000266983,5,0,6,1,6,6,2,6
ENSG00000266984,0,0,1,0,0,0,0,0
ENSG00000266985,0,0,0,0,0,0,0,0
ENSG00000266986,0,0,0,0,0,0,0,0
ENSG00000266987,0,0,0,0,1,1,1,0
ENSG00000266988,0,2,1,5,2,3,2,8
ENSG00000266989,0,0,1,0,0,1,0,0
ENSG00000266990,0,0,0,0,0,0,0,0
ENSG00000266992,29,20,13,11,10,16,10,17
ENSG00000266993,13,16,20,13,15,21,9,15
ENSG00000266994,0,0,0,0,0,0,0,0
ENSG00000266995,0,0,2,0,3,1,4,0
ENSG00000266996,0,0,1,1,1,2,2,5
ENSG00000266997,0,0,0,0,0,0,0,0
ENSG00000266998,0,2,1,1,0,0,1,0
ENSG00000266999,0,0,0,0,0,0,1,0
ENSG00000267000,5,9,11,5,19,17,12,11
ENSG00000267001,0,0,0,0,0,0,0,0
ENSG00000267002,77,35,84,24,67,40,60,45
ENSG00000267003,3,1,1,0,1,3,0,4
ENSG00000267004,0,0,1,0,0,0,0,0
ENSG00000267005,0,0,0,0,0,0,0,0
ENSG00000267006,0,1,1,0,1,2,0,0
ENSG00000267007,0,0,0,0,0,0,0,0
ENSG00000267009,4,2,1,1,4,7,0,4
ENSG00000267010,13,28,22,35,44,81,18,25
ENSG00000267011,4,4,5,4,4,3,4,3
ENSG00000267012,0,0,0,0,0,0,0,0
ENSG00000267013,1,0,0,0,0,0,0,0
ENSG00000267014,0,0,0,0,0,1,0,0
ENSG00000267015,0,0,0,0,0,0,0,0
ENSG00000267016,0,0,2,0,2,3,0,0
ENSG00000267017,0,0,0,0,0,0,0,0
ENSG00000267018,0,2,0,0,1,0,0,0
ENSG00000267019,0,0,0,0,0,0,0,0
ENSG00000267020,0,0,0,0,0,0,0,0
ENSG00000267021,0,0,0,0,0,0,0,0
ENSG00000267022,0,0,0,0,0,0,0,0
ENSG00000267023,789,427,1372,503,791,710,777,586
ENSG00000267024,0,1,1,0,0,1,1,0
ENSG00000267025,9,10,16,13,17,15,16,7
ENSG00000267026,6,0,8,1,2,0,3,1
ENSG00000267027,1,0,0,0,2,0,0,0
ENSG00000267028,0,0,0,0,0,0,0,0
ENSG00000267029,0,0,0,0,0,0,0,0
ENSG00000267030,0,0,0,0,0,0,0,0
ENSG00000267032,0,0,1,0,0,1,0,0
ENSG00000267033,0,0,1,1,1,1,3,2
ENSG00000267034,0,1,6,3,0,2,0,3
ENSG00000267035,0,0,0,0,0,0,0,0
ENSG00000267036,0,0,0,0,0,0,0,0
ENSG00000267037,0,0,0,0,0,0,0,0
ENSG00000267038,0,0,0,0,0,0,0,0
ENSG00000267039,0,0,0,0,0,0,0,0
ENSG00000267040,19,12,15,10,10,22,8,10
ENSG00000267041,31,21,27,26,31,40,34,30
ENSG00000267042,6,3,11,2,11,1,6,0
ENSG00000267043,3,2,1,3,0,2,1,1
ENSG00000267044,0,0,0,0,0,0,0,0
ENSG00000267045,1,0,0,0,0,0,1,0
ENSG00000267046,0,1,0,0,0,0,1,0
ENSG00000267047,0,0,0,0,0,0,0,0
ENSG00000267048,0,0,0,1,2,1,1,0
ENSG00000267049,2,1,2,0,1,5,2,1
ENSG00000267050,0,0,0,0,0,0,0,0
ENSG00000267051,0,0,0,0,0,0,0,0
ENSG00000267052,2,1,2,0,4,3,5,2
ENSG00000267053,11,8,38,22,10,6,7,11
ENSG00000267054,0,0,0,0,0,2,1,0
ENSG00000267055,0,1,0,0,0,0,0,0
ENSG00000267056,0,0,0,0,0,0,0,0
ENSG00000267057,1,0,0,0,0,0,1,0
ENSG00000267058,35,17,44,10,36,51,20,21
ENSG00000267059,0,0,0,0,0,0,0,0
ENSG00000267060,1,7,3,2,2,14,1,1
ENSG00000267061,0,0,0,1,0,0,0,0
ENSG00000267062,0,0,0,0,0,0,0,0
ENSG00000267063,0,0,0,0,0,0,0,0
ENSG00000267064,4,1,6,2,2,6,1,2
ENSG00000267065,0,0,1,1,1,3,1,1
ENSG00000267066,0,0,0,0,0,0,0,0
ENSG00000267067,0,1,0,1,1,0,2,2
ENSG00000267069,4,2,2,1,1,5,0,3
ENSG00000267070,0,0,0,0,0,0,0,1
ENSG00000267071,0,0,0,0,0,0,0,0
ENSG00000267072,0,1,1,0,0,0,0,0
ENSG00000267073,0,0,0,0,0,0,0,0
ENSG00000267074,1,1,1,0,0,0,0,0
ENSG00000267075,0,0,0,0,0,0,0,0
ENSG00000267076,1,1,0,0,0,0,0,0
ENSG00000267077,0,0,0,0,0,0,0,0
ENSG00000267078,0,0,0,0,0,0,0,0
ENSG00000267079,0,0,1,0,0,0,0,0
ENSG00000267080,118,98,140,71,145,128,93,72
ENSG00000267081,0,0,0,0,0,0,0,0
ENSG00000267082,9,9,14,11,10,12,11,11
ENSG00000267083,0,0,0,0,0,0,0,0
ENSG00000267084,0,0,0,0,0,0,0,0
ENSG00000267085,0,0,0,0,0,0,0,0
ENSG00000267086,0,0,0,1,0,0,0,0
ENSG00000267087,0,0,0,0,0,0,0,0
ENSG00000267088,1,0,1,0,1,0,0,0
ENSG00000267089,0,0,0,0,0,0,2,4
ENSG00000267090,0,0,0,0,0,0,0,0
ENSG00000267091,3,0,1,1,3,0,0,0
ENSG00000267092,0,0,2,1,0,0,0,1
ENSG00000267093,0,1,0,0,1,0,0,1
ENSG00000267094,0,0,0,0,0,0,0,0
ENSG00000267095,0,1,1,0,0,1,0,0
ENSG00000267096,5,2,0,0,3,2,0,0
ENSG00000267097,1,6,4,2,2,5,3,7
ENSG00000267098,0,0,0,0,0,0,0,0
ENSG00000267099,0,0,0,0,0,0,0,0
ENSG00000267100,97,81,126,50,92,98,95,69
ENSG00000267101,0,0,0,0,0,0,0,0
ENSG00000267102,33,35,83,71,50,117,34,75
ENSG00000267104,2,1,1,1,3,1,0,0
ENSG00000267105,0,0,0,0,0,0,0,0
ENSG00000267106,178,116,166,73,154,175,117,78
ENSG00000267107,1,0,0,0,0,0,0,0
ENSG00000267108,2,5,9,4,11,8,4,5
ENSG00000267109,0,0,0,0,0,0,0,0
ENSG00000267110,0,0,0,0,0,0,0,0
ENSG00000267112,0,1,0,0,0,0,0,0
ENSG00000267113,5,1,12,6,4,13,11,8
ENSG00000267114,2,2,4,0,7,4,4,4
ENSG00000267115,0,0,1,0,2,0,1,0
ENSG00000267116,0,0,0,0,0,0,0,0
ENSG00000267117,0,0,0,0,0,0,0,1
ENSG00000267118,20,18,28,7,17,9,13,14
ENSG00000267119,12,7,6,5,7,9,4,4
ENSG00000267120,0,0,0,0,0,0,0,0
ENSG00000267121,64,41,60,21,106,50,65,25
ENSG00000267122,0,0,2,0,0,0,0,0
ENSG00000267123,0,0,0,0,0,0,0,0
ENSG00000267124,0,0,0,0,0,0,0,0
ENSG00000267125,0,0,0,0,0,0,0,0
ENSG00000267126,0,0,0,0,0,0,0,0
ENSG00000267127,26,15,10,3,4,12,7,3
ENSG00000267128,3,1,0,0,0,1,1,3
ENSG00000267129,0,0,0,0,0,0,0,0
ENSG00000267130,0,0,0,0,0,0,0,0
ENSG00000267131,1,2,3,0,5,4,7,0
ENSG00000267132,0,0,0,0,0,0,0,0
ENSG00000267133,0,0,0,0,0,0,0,0
ENSG00000267134,0,0,0,0,0,0,0,0
ENSG00000267135,0,0,0,0,0,0,0,0
ENSG00000267136,0,0,1,0,0,0,0,0
ENSG00000267137,6,5,9,2,6,6,4,12
ENSG00000267138,1,0,1,0,0,0,0,0
ENSG00000267139,0,0,0,0,0,0,0,0
ENSG00000267140,0,0,0,0,0,0,0,0
ENSG00000267141,1,2,0,0,6,3,1,1
ENSG00000267142,1,0,0,0,0,0,1,0
ENSG00000267143,1,5,6,5,2,3,4,4
ENSG00000267144,0,0,0,0,0,0,0,0
ENSG00000267145,0,0,0,0,0,0,0,0
ENSG00000267146,0,0,0,0,0,0,0,0
ENSG00000267147,0,1,1,1,0,1,0,0
ENSG00000267148,0,0,0,0,0,0,0,0
ENSG00000267149,1,0,1,0,2,1,0,0
ENSG00000267150,0,0,2,0,0,0,0,0
ENSG00000267151,0,0,1,0,1,2,0,0
ENSG00000267152,25,21,41,23,30,16,25,14
ENSG00000267153,0,0,0,0,0,0,0,0
ENSG00000267154,0,0,0,0,0,0,0,0
ENSG00000267156,0,0,1,2,0,0,0,0
ENSG00000267157,0,0,0,0,0,0,0,0
ENSG00000267159,0,0,1,1,0,2,0,1
ENSG00000267160,3,2,0,0,2,1,1,2
ENSG00000267161,44,26,55,21,61,52,33,23
ENSG00000267162,0,0,0,0,0,0,0,0
ENSG00000267163,6,2,9,1,9,7,4,7
ENSG00000267165,0,0,0,0,0,0,0,0
ENSG00000267166,1,0,0,0,0,3,2,0
ENSG00000267167,0,0,2,1,1,3,1,0
ENSG00000267168,0,0,0,0,0,0,0,0
ENSG00000267169,48,23,67,36,66,76,50,37
ENSG00000267170,0,0,0,0,0,0,0,0
ENSG00000267172,0,0,0,0,0,0,0,0
ENSG00000267173,0,0,0,0,0,0,0,0
ENSG00000267174,2,1,2,1,2,1,0,1
ENSG00000267175,0,0,0,0,0,0,0,0
ENSG00000267177,0,0,0,0,0,0,0,0
ENSG00000267178,0,0,1,0,0,1,0,0
ENSG00000267179,0,0,2,0,1,0,0,2
ENSG00000267180,0,0,0,0,0,0,0,0
ENSG00000267181,2,1,2,0,0,0,3,0
ENSG00000267182,0,0,0,0,0,0,0,0
ENSG00000267183,1,1,1,1,0,3,2,1
ENSG00000267184,0,0,0,0,0,0,0,0
ENSG00000267185,5,4,13,7,9,12,8,6
ENSG00000267186,0,0,0,0,0,0,0,0
ENSG00000267187,0,0,0,0,0,0,0,0
ENSG00000267188,0,0,0,0,0,0,0,0
ENSG00000267189,0,0,0,0,0,0,0,0
ENSG00000267190,0,0,0,0,0,0,0,0
ENSG00000267191,0,1,2,0,6,2,1,1
ENSG00000267192,3,2,5,2,3,3,3,1
ENSG00000267193,0,1,5,0,1,0,3,0
ENSG00000267194,42,46,93,52,31,16,17,7
ENSG00000267195,0,0,0,0,0,0,0,0
ENSG00000267196,1,0,0,0,0,0,0,0
ENSG00000267197,3,2,3,2,4,3,3,2
ENSG00000267198,19,22,11,4,26,36,14,15
ENSG00000267199,22,12,42,24,21,28,18,18
ENSG00000267200,0,0,0,0,0,0,0,0
ENSG00000267201,6,9,7,2,6,9,2,2
ENSG00000267202,0,0,0,0,0,0,0,0
ENSG00000267203,1,2,4,3,3,3,0,3
ENSG00000267204,0,0,0,0,0,0,0,0
ENSG00000267205,0,0,0,0,0,0,0,0
ENSG00000267206,0,0,0,0,0,0,0,0
ENSG00000267207,1,0,1,0,1,0,0,0
ENSG00000267208,0,0,0,0,0,0,0,0
ENSG00000267209,0,0,0,0,0,0,0,0
ENSG00000267211,0,0,0,0,0,0,0,0
ENSG00000267212,1,0,2,0,0,0,1,0
ENSG00000267213,8,5,5,12,11,9,12,4
ENSG00000267214,0,0,0,0,0,0,0,0
ENSG00000267215,0,0,0,0,0,0,0,0
ENSG00000267216,7,3,5,0,10,4,3,1
ENSG00000267218,0,0,0,0,1,4,0,0
ENSG00000267219,10,5,13,3,5,4,4,7
ENSG00000267220,0,0,0,0,1,0,0,0
ENSG00000267221,0,0,1,0,1,0,0,0
ENSG00000267222,0,0,0,0,0,1,0,0
ENSG00000267223,0,0,0,0,0,0,0,0
ENSG00000267224,2,0,1,1,4,1,0,0
ENSG00000267225,0,0,0,0,0,0,0,0
ENSG00000267226,2,0,4,0,0,3,2,2
ENSG00000267227,0,0,0,0,0,0,0,0
ENSG00000267228,2,0,0,2,1,1,2,1
ENSG00000267229,0,0,0,0,0,0,0,0
ENSG00000267230,0,0,0,0,0,0,0,0
ENSG00000267231,0,0,1,0,0,0,0,0
ENSG00000267232,0,0,0,0,0,0,0,0
ENSG00000267233,0,0,0,0,0,0,0,0
ENSG00000267234,0,0,0,0,0,0,0,0
ENSG00000267235,0,0,0,0,0,0,0,0
ENSG00000267237,3,0,3,4,6,2,2,1
ENSG00000267238,0,0,0,0,0,0,0,0
ENSG00000267239,0,0,0,0,0,0,0,0
ENSG00000267240,1,0,4,0,3,2,2,0
ENSG00000267241,0,0,0,0,0,0,0,0
ENSG00000267242,9,8,17,8,19,18,13,3
ENSG00000267243,0,0,0,0,0,0,0,0
ENSG00000267244,14,23,17,14,15,24,15,16
ENSG00000267245,0,0,0,0,0,0,0,0
ENSG00000267246,15,6,15,3,14,8,8,9
ENSG00000267247,0,0,0,0,0,0,0,0
ENSG00000267248,29,33,23,17,20,16,27,21
ENSG00000267249,5,6,5,2,6,6,6,7
ENSG00000267250,0,0,0,1,1,1,0,0
ENSG00000267251,1,1,0,1,2,2,0,0
ENSG00000267252,0,0,0,0,0,0,0,0
ENSG00000267253,4,0,1,1,2,1,1,2
ENSG00000267254,29,17,33,18,31,53,26,14
ENSG00000267255,0,0,0,0,1,1,0,0
ENSG00000267256,0,0,0,0,0,0,0,0
ENSG00000267257,0,2,0,1,14,17,1,0
ENSG00000267258,0,0,0,0,0,0,0,0
ENSG00000267259,0,0,0,0,0,1,0,0
ENSG00000267260,0,1,1,1,2,2,1,2
ENSG00000267261,0,0,0,0,0,0,0,0
ENSG00000267262,0,0,1,0,0,0,0,0
ENSG00000267263,1,0,0,0,0,0,0,0
ENSG00000267264,1,0,2,1,0,1,0,0
ENSG00000267265,5,8,3,3,10,10,6,7
ENSG00000267267,0,0,0,0,0,0,0,0
ENSG00000267268,1,4,0,0,0,0,0,2
ENSG00000267269,0,0,0,0,0,0,0,0
ENSG00000267270,19,13,29,9,37,18,15,19
ENSG00000267271,0,1,0,0,1,0,0,0
ENSG00000267272,21,16,10,5,3,5,10,16
ENSG00000267273,2,0,3,0,1,0,2,0
ENSG00000267274,3,3,6,2,0,3,5,0
ENSG00000267275,0,0,0,0,0,0,0,1
ENSG00000267277,7,0,0,2,3,4,2,5
ENSG00000267278,11,6,5,2,13,8,13,6
ENSG00000267279,18,12,12,4,9,9,6,10
ENSG00000267280,186,152,136,103,94,130,150,171
ENSG00000267281,8,8,2,1,3,4,3,1
ENSG00000267282,0,2,0,0,0,2,1,1
ENSG00000267283,8,8,6,2,4,8,6,3
ENSG00000267284,0,0,0,1,0,0,0,0
ENSG00000267285,0,0,0,0,0,0,0,0
ENSG00000267286,0,0,0,0,0,0,0,0
ENSG00000267287,2,0,3,1,1,0,1,0
ENSG00000267288,4,9,10,9,8,7,7,4
ENSG00000267289,0,1,2,0,0,0,0,1
ENSG00000267290,1,0,0,0,0,0,0,0
ENSG00000267291,0,0,0,0,0,0,0,0
ENSG00000267292,0,0,0,0,0,0,0,0
ENSG00000267293,0,2,1,0,0,1,1,0
ENSG00000267294,0,0,0,0,0,0,0,0
ENSG00000267295,4,1,2,3,6,0,4,1
ENSG00000267296,0,0,1,1,0,0,0,0
ENSG00000267297,0,0,0,0,0,0,0,0
ENSG00000267298,0,1,1,0,0,2,1,0
ENSG00000267299,1,1,8,0,1,2,2,0
ENSG00000267301,0,0,0,0,1,0,0,0
ENSG00000267302,15,9,11,11,10,22,17,10
ENSG00000267303,0,0,0,0,0,0,0,0
ENSG00000267304,0,1,0,1,0,0,2,1
ENSG00000267305,2,1,2,2,1,0,5,1
ENSG00000267306,0,0,0,0,0,0,0,0
ENSG00000267308,0,0,0,0,0,0,0,0
ENSG00000267309,18,11,20,18,20,24,20,17
ENSG00000267310,0,0,0,0,0,0,0,0
ENSG00000267311,0,0,0,0,0,0,0,0
ENSG00000267312,2,1,2,0,1,0,1,0
ENSG00000267313,3,0,4,1,2,1,3,0
ENSG00000267314,0,0,0,0,0,0,0,1
ENSG00000267315,8,3,0,2,5,3,3,8
ENSG00000267316,0,0,0,1,0,0,1,0
ENSG00000267317,79,74,115,77,99,136,76,108
ENSG00000267318,0,0,0,0,0,0,0,0
ENSG00000267319,1,0,4,2,1,0,2,0
ENSG00000267320,0,0,0,0,0,0,0,0
ENSG00000267321,24,36,23,25,11,21,22,24
ENSG00000267322,2,2,4,1,1,0,1,1
ENSG00000267323,0,0,1,0,0,1,0,0
ENSG00000267324,0,0,0,0,0,0,0,0
ENSG00000267325,9,3,14,4,2,6,1,2
ENSG00000267326,2,5,5,1,1,2,3,4
ENSG00000267327,3,0,0,0,0,0,0,0
ENSG00000267328,0,0,0,0,0,0,0,0
ENSG00000267329,0,0,0,0,0,0,0,0
ENSG00000267330,0,0,1,0,0,0,0,0
ENSG00000267332,0,0,0,0,0,0,0,0
ENSG00000267333,0,0,0,0,0,0,0,0
ENSG00000267334,0,0,0,0,1,0,0,0
ENSG00000267335,0,0,0,0,0,0,0,0
ENSG00000267336,3,2,3,1,5,5,1,1
ENSG00000267337,0,0,0,0,0,0,0,0
ENSG00000267338,0,0,0,0,0,0,0,0
ENSG00000267339,10,0,72,4,95,2,45,2
ENSG00000267340,5,1,7,3,10,9,8,1
ENSG00000267341,0,0,0,0,0,0,0,0
ENSG00000267342,6,2,4,5,4,8,5,7
ENSG00000267343,0,0,0,0,0,0,0,0
ENSG00000267344,0,0,1,0,0,0,0,0
ENSG00000267345,2,0,3,1,0,0,0,2
ENSG00000267346,0,0,0,0,0,1,0,0
ENSG00000267347,0,0,2,0,1,0,0,1
ENSG00000267348,2,4,5,1,3,2,5,3
ENSG00000267349,0,0,0,0,0,0,0,0
ENSG00000267350,284,214,270,158,299,341,261,232
ENSG00000267351,0,0,0,0,0,0,0,0
ENSG00000267352,33,36,60,42,41,31,36,39
ENSG00000267353,0,0,0,0,0,1,0,1
ENSG00000267354,0,0,0,0,0,0,0,0
ENSG00000267355,5,6,6,1,9,8,3,2
ENSG00000267356,0,0,1,1,0,2,1,0
ENSG00000267357,0,0,0,0,0,0,0,0
ENSG00000267359,0,0,0,0,1,0,0,0
ENSG00000267360,0,0,0,0,0,0,0,0
ENSG00000267361,11,29,14,28,13,11,15,35
ENSG00000267362,0,0,0,0,0,0,0,0
ENSG00000267363,0,0,0,0,0,0,0,0
ENSG00000267364,6,5,30,9,3,5,10,22
ENSG00000267365,56,37,65,28,73,75,73,61
ENSG00000267366,0,0,0,0,0,0,0,0
ENSG00000267367,0,0,0,0,0,0,0,0
ENSG00000267368,0,0,0,0,0,0,1,0
ENSG00000267369,1,0,0,0,0,0,0,0
ENSG00000267370,15,24,15,14,24,22,23,19
ENSG00000267371,0,0,0,0,0,0,0,0
ENSG00000267372,2,1,6,7,1,0,5,5
ENSG00000267373,0,0,1,0,0,0,0,0
ENSG00000267374,2,1,0,0,0,0,1,0
ENSG00000267375,0,1,0,0,0,0,0,0
ENSG00000267376,0,0,0,0,0,0,0,0
ENSG00000267377,0,0,0,0,0,0,0,0
ENSG00000267378,0,0,0,0,0,0,0,0
ENSG00000267379,0,0,0,0,0,0,0,0
ENSG00000267380,0,0,0,0,0,0,0,0
ENSG00000267381,19,15,31,23,32,22,28,24
ENSG00000267382,0,0,0,0,0,0,0,0
ENSG00000267383,4,6,2,1,5,5,4,10
ENSG00000267384,0,0,0,0,0,0,0,0
ENSG00000267385,0,1,0,0,0,0,0,0
ENSG00000267386,0,0,0,0,0,0,0,0
ENSG00000267387,1,0,2,1,2,0,3,1
ENSG00000267388,0,0,0,0,0,3,1,0
ENSG00000267389,0,0,0,0,0,0,0,0
ENSG00000267390,10,10,25,14,23,31,26,22
ENSG00000267391,0,0,0,0,0,0,0,0
ENSG00000267392,0,0,0,0,0,0,0,0
ENSG00000267393,0,0,0,0,0,0,0,0
ENSG00000267394,6,6,4,4,6,11,4,7
